Category,Key,English,Korean,Notes
,m185,Hammers in another pocket are refreshed and can be used again this turn,다른 주머니에 있는 망치들이 초기화되어 이번 차례에 다시 사용할 수 있게 됩니다,
,m186,Fires all arrows in other pockets,다른 주머니들에 있는 모든 화살을 발사합니다,
,m187b,Adjacent instruments and drums get /x charm,사방으로 인접한 악기와 북들에 /x의 매혹을 부여합니다,
,m187,Adjacent and diagonal instruments and drums get /x charm,팔방으로 인접한 악기와 북들에 /x의 매혹을 부여합니다,
,m188,Melee weapons two spaces away get /x damage,두 칸 너머에 있는 근접 무기의 피해가 /x 증가,
,m188b,Melee weapons two spaces away get /x damage this turn,두 칸 떨어져있는 근접 무기들에 /x의 피해를 더합니다,
,m189,All adjacent items are anchored for /y combats,사방으로 인접한 모든 아이템이 /y 전투 동안 정박,
,m190,/x rage to all enemies this combat,이번 전투에 모든 적에게 분노 /x 부여,
,m191,/x to gold cost this combat,이번 전투에 골드 사용량 /x 증가,
,m192,/x poison to self this combat,이번 전투에 자신에게 /x 독 부여,
,m193,/x burn to self this combat,이번 전투에 자신에게 /x 화상 부여,
,m194,/x freeze to self this combat,이번 전투에 자신에게 /x 빙결 부여,
,m195,Adjacent armor and shields get /x block,사방으로 인접한 방어구와 방패에 /x 방어 부여,
,m196,Adjacent items are disabled,사방으로 인접한 모든 아이템을 비활성화,
,m196d,Adjacent items are destroyed,인접한 아이템이 파괴됩니다,
,m196com,Adjacent items are disabled for the rest of combat,사방으로 인접한 아이템이 전투가 끝날 때까지 비활성화됩니다,
,m196w,Adjacent weapons are disabled,사방으로 인접한 모든 무기를 비활성화,
,m196w2,Adjacent weapons are disabled this turn,이번 턴 동안 인접한 무기가 비활성화됩니다,
,m196b,The item below is disabled,아래에 있는 아이템을 비활성화,
,m196c,The item above is disabled,위에 있는 아이템을 비활성화,
,m197,Revives pet with /x health,펫을 /x의 체력으로 부활,
,m198,Revives pet with /x% health,펫을 최대 체력의 /x%으로 부활,
,m199,Adjacent festive items are destroyed,사방으로 인접한 축제 아이템이 파괴됩니다,
,m200,Sets bonus to /x,보너스를 /x로 고정합니다,
,m201,Sets bonus to random between -/x and /x,보너스를 -/x와 /x 사이 무작위의 수로 고정합니다,
,m202,/x block this combat to the item this is played on,이번 전투에서 이 아이템을 사용한 아이템에 /x의 방어를 추가합니다,
,m203,/x spikes,/x 가시,
,m204,Weapons below get /x charm,아래의 무기들에 /x 매혹을 부여합니다,
,m205,Items this is played on get /x damage this turn,이번 차례에 이 아이템을 사용한 아이템에 /x의 피해를 부여합니다,
,m206,Items this is played on get /x poison this turn,이번 차례에 이 아이템을 사용한 아이템에 /x의 독 을 부여합니다,
,m206b,Weapons this is played on get /x poison this combat,이번 전투에 이 무기를 사용한 아이템에 /x의 독 을 부여합니다,
,m207,Uses each Totem in this column,이 열의 모든 토템을 사용합니다,
,m208,Adds damage equal to /x% of the charm on target,공격 대상 매혹의 /x%만큼의 피해를 추가합니다,
,m209,The [above] item is used,[위쪽]에 있는 아이템이 사용됩니다,
,m209l,The item [to the left] is used,[왼쪽]에 있는 아이템이 사용됩니다,
,m209r,The item [to the right] is used,[오른쪽]에 있는 아이템이 사용됩니다,
,m209d,The item [below] is used,[아래쪽]에 있는 아이템이 사용됩니다,
,m210,All adjacent kin are used,사방으로 인접한 모든 칸이 사용됩니다,
,m211,Discards all carvings in your backpack,가방에 있는 모든 인각을 버립니다,
,m212,Creates spirit bolts [above] and [below],[위쪽]와 [아래쪽]에 스피릿 볼트를 생성합니다,
,m212b,Creates spirit bolts [left] and [right],[왼쪽]과 [오른쪽]에 스피릿 볼트를 생성합니다,
,m213,energy /x,에너지 /x,
,m214,Discards all carvings in this row,이 행에 있는 모든 인각을 버립니다,
,m215,The [above] pet is summoned,[위쪽]에 있는 펫이 소환됩니다,
,m215l,The pet [to the left] is summoned,[왼쪽]에 있는 펫이 소환됩니다,
,m215r,The pet [to the right] is summoned,[오른쪽]에 있는 펫이 소환됩니다,
,m215b,The [below] pet is summoned,[아래쪽]에 있는 펫이 소환됩니다,
,m216,Summoned pets are used,소환된 펫이 사용됩니다,
,m217,Adjacent summoned pets are used,사방으로 인접한 소환된 펫이 사용됩니다,
,m218,Diagonal instruments are used,대각선으로 인접한 악기가 사용됩니다,
,m219,Refills mana,마나를 다시 채웁니다,
,m220,Empties mana,마나를 비웁니다,
,m221,Cleanses curse,저주를 정화합니다,
,m222,All melee weapons are disabled for /x turns,모든 근접 무기가 /x 차례 동안 비활성화됩니다,
,m223,All connected manastones are disabled for /x turns,모든 연결된 마나스톤이 /x 차례 동안 비활성화됩니다,
,m224,Destroys all adjacent hazards,사방으로 인접한 위험 요소를 모두 제거합니다,
,m225,Destroys all adjacent and diagonal hazards,팔방으로 인접한 위험 요소를 모두 제거합니다,
,m226,Items behind are anchored for /x combats,뒤에 있는 아이템이 /x 차례 동안 정박합니다,
,m227,Items below are disabled for /x turns,아래쪽에 있는 아이템이 /x 차례 동안 비활성화됩니다,
,m228,Adjacent items are used,사방으로 인접한 아이템이 사용됩니다,
,m229,Adds /x damage for each open space in this row or column,이 열이나 행에 있는 빈칸 하나마다 /x의 피해를 추가합니다,
,m230,Adjacent and diagonal hazards are destroyed,팔방으로 인접한 위험 요소가 제거되었습니다,
,m231,Adjacent books are used,사방으로 인접한 책이 사용됩니다,
,m232,Weapons this points to get /x damage,이것이 가리키는 무기에 /x의 피해를 더합니다,
,m232b,Items this points to are disabled,아 아이템이 가리키는 것은 비활성화됩니다,
,m233,All items cannot be rotated,모든 아이템을 회전할 수 없습니다,
,m233b,Does not effect Components or Cores,부품 또는 코어에는 효과가 적용되지 않습니다,
,m234,Removed from Backpack,가방에서 제거합니다,
,m235a,The Item [to the left] becomes ghostly until the end of the turn,[왼쪽]에 있는 아이템이 이번 차례가 끝날 때까지 유령 상태가 됩니다,
,m235b,The Item [to the right] becomes ghostly until the end of the turn,[오른쪽]에 있는 아이템이 이번 차례가 끝날 때까지 유령 상태가 됩니다,
,m235c,The Item [above] becomes ghostly until the end of the turn,[위쪽]에 있는 아이템이 이번 차례가 끝날 때까지 유령 상태가 됩니다,
,m235d,The Item [below] becomes ghostly until the end of the turn,[아래쪽]에 있는 아이템이 이번 차례가 끝날 때까지 유령 상태가 됩니다,
,m236,Transforms,전환,
,m237,Resets the heat of adjacent and diagonal components,인접하거나 대각선 위치에 있는 부품을 초기화합니다,
,m238,Resets the heat of adjacent components,인접한 부품을 초기화합니다,
,m239,All connected gears rotate,모든 연결된 기어를 회전시킵니다,
,m240,The item this points to is used,이 아이템이 가리키는 것이 사용됩니다,
,m241,Hazards in this row or column are destroyed,행 또는 열에 있는 위험 요소가 파괴됩니다,
,m245,Adjacent items are ghostly,인접한 아이템이 유령화됩니다,
,m246,Destroys all items in other pockets,다른 주머니에 있는 모든 아이템을 파괴합니다,
,m247,Doubles poison on enemy,적에게 가하는 독 효과를 2배로 적용합니다,
,m248,All hazards are destroyed,모든 위험 요소가 파괴됩니다,
,m249,Adjacent weapons get /x slow to enemy,인접한 무기가 적을 /s만큼 느리게 만듭니다,
,m250,Attacks are replaced with blocks and blocks are replaced with attacks for all enemies,"모든 적의 공격이 방어 로, 방어 가 공격으로 전환됩니다",
,m251,"Weapons that are 3 spaces away, in an L shape, get /x damage",L 모양으로 3칸 떨어진 무기가 /x 피해를 입힙니다,
,m252,"Armor that is 3 spaces away, in an L shape, get /x block",L 모양으로 3칸 떨어진 방어 구가 /x 방어 를 얻습니다,
,m253,Provides sunlight to items below,아래쪽에 있는 아이템이 햇빛을 얻습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m254,Provides sunlight to items in this row,이 행에 있는 아이템이 햇빛을 얻습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m255,Provides sunlight to adjacent items,사방으로 인접한 아이템이 햇빛을 얻습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m256,Provides sunlight to items in other pockets,다른 주머니에 있는 아이템이 햇빛을 얻습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,m257,Adds damage equal to your current burn,현재 화상과 동일한 양의 피해를 더합니다, WARNING: ENGLISH PLACEHOLDER #####################################################
Curse selectors,cs1,Weapons here,여기 무기,
,cs2,Footwear here,여기 신발,
,cs3,Items here,여기 아이템,
,cs4,Shields here,여기 방패,
,cs5,Armor here,여기 방어구,
,cs6,Consumables here,여기 소모품,
,cs7,Helmets here,여기 투구,
,cs8,Scary items here,여기 무서운 아이템,
,csAE,Anything else here,여기 다른 것 아무거나,
directional,below,below,아래,
,above,above,위,
,left,left,왼쪽,
,right,right,오른쪽,
modifier names,kill,kill,처치,
,spaces,spaces,칸,
,Near Consumable,Near Consumable,소모품 근처,
,nearby accessory,nearby accessory,근처 악세사리,
,open space,open space,열린 칸,
,empty space,empty space,빈칸,
,space above,space above,윗칸,
,other helmet,other helmet,다른 투구,
,connected manastone,connected manastone,연결된 마나스톤,
,other shoes,other shoes,다른 신발,
,position,position,위치,
,nearby structure,nearby structure,근처 구조물,
,bronze plate,bronze plate,청동 흉갑,
,nearby weapon,nearby weapon,근처 무기,
,forge,forge,제련,
,forgeDes,Forges can now be found in the dungeons! You can upgrade items there!,이제 던전에서 대장간을 찾을 수 있습니다! 아이템을 강화할 수 있는 곳입니다!,
,Carpenter,Carpenter,목수,
,nearby fish,nearby fish,근처 생선,
,Use,Use,사용,
,combats,combats,전투,
,turns,turns,차례,
,nearby,nearby,근처,
,ACIDIC POTION,ACIDIC POTION,산성 물약,
items,AMETHYST,AMETHYST,자수정,
,ANCIENT TOME,ANCIENT TOME,고대의 마도서,
,ANCIENT TOME2,Ancient spells are written in the margins of this recipe book,조합법을 담은 이 마도서의 여백에는 고대의 주문들이 적혀져 있습니다,
,ANGLER FISH,ANGLER FISH,초롱아귀,
,ARCHANGEL ARMOR,ARCHANGEL ARMOR,대천사 갑옷,
,ARCHANGEL Wings,ARCHANGEL Wings,대천사 날개,
,ARCHANGEL Wings e1,The item between the wings is used,날개 사이에 있는 아이템이 사용됩니다,
,ARCHANGEL Wings e2,The item between the wings is disabled for 1 turn,한 차례 동안 날개 사이에 있는 아이템이 비활성화됩니다,
,ARCHANGEL Wings2,They have a mind of their own!,스스로 생각하는 물건입니다!,
,ARCHER'S WAND,ARCHER'S WAND,궁수의 지팡이,
,ARCHER'S WAND2,Frog wizards created this item,개구리 마법사들이 만든 물건입니다,
,ASSASSIN'S DAGGER,ASSASSIN'S DAGGER,암살자의 단검,
,BALLOON,BALLOON,풍선,
,BANDAGES,BANDAGES,반창고,
,Bashing Shield,Bashing Shield,강타용 방패,
,Bashing Shield e1,Does damage equal to your current block,현재 방어와 동일한 양의 피해를 입힙니다,
,BERSERKER'S CLUB,BERSERKER'S CLUB,폭한의 몽둥이,
,BESERKER'S RING,BERSERKER'S RING,폭한의 반지,
,BIG FIN,BIG FIN,큰 지느러미,
,BLADE SUMMONER,BLADE SUMMONER,칼날 소환기,
,BLUEFIN,BLUEFIN,검은참다랑어,
,BRAMBLE,BRAMBLE,가시덤불,
,BRAMBLE2,Poison oozes from these thick brambles,무성한 가시에서 독 이 뚝뚝 떨어집니다,
,Brass Knuckles,Brass Knuckles,황동 너클,
,BRICK,BRICK,벽돌,
,BRICKWALL,BRICKWALL,벽돌 벽,
,BROKEN RING,BROKEN RING,망가진 반지,
,BROKEN RING2,Ancient magicians found protection with this ring on hand,고대의 마법사들은 이 반지를 껴 자신의 몸을 지켰습니다,
,BRONZE BREASTPLATE,BRONZE BREASTPLATE,청동 흉갑,
,BRUTAL SPEAR,BRUTAL SPEAR,극악무도한 창,
,BUBBLE,BUBBLE,거품,
,CACTUS,CACTUS,선인장,
,CAP,CAP,벙거지 모자,
,CAULDRON,CAULDRON,가마솥,
,CAVE FISH,CAVE FISH,동굴 물고기,
,CAVE SHARK,CAVE SHARK,동굴 상어,
,CHAINMAIL,CHAINMAIL,쇠사슬,
,CHARMED BRACELET,CHARMED BRACELET,매혹의 팔찌,
,CHARMED BRACELET2,Exchange your lifeforce to remove a curse,저주를 제거하려면 생명력을 내야 합니다,
,CHEF'S HAT,CHEF'S HAT,셰프의 모자,
,CITRINE,CITRINE,황수정,
,CLEANSING BOMB,CLEANSING BOMB,정화의 폭탄,
,CLEANSING POTION,CLEANSING POTION,정화의 물약,
,CLEANSING RAG,CLEANSING RAG,정화의 헝겊,
,CLEANSING WAND,CLEANSING WAND,정화의 지팡이,
,CLEANSING WAND2,I think this wand used to be a broom!,이 지팡이는 원래 빗자루였던 것 같아요!,Cleaver is already indicated by the type
,CLUB,CLUB,몽둥이,
,COAL,COAL,석탄,
,COMPOSITE BOW,COMPOSITE BOW,각궁,
,COMPOSITE BOW2,For the smallest of rodents,작은 설치류들을 위한 활입니다,
,CONDUIT,CONDUIT,전달체,
,COOL DRINK,COOL DRINK,시원한 음료,
,CRIMSON ENERGY,CRIMSON ENERGY,진홍빛 에너지,
,VERDANT ENERGY,VERDANT ENERGY,풋풋한 에너지,
,CROOKED ARROW,CROOKED ARROW,구부러진 화살,
,CROSSBOW,CROSSBOW,쇠뇌,
,CROSSBOW2,squirrels prefer the light weight of crossbows,다람쥐들은 가벼운 쇠뇌를 선호합니다,
,CURSED BLADE,CURSED BLADE,저주받은 칼날,
,CURSED BLADE2,Many have tried to wield this sword - none have succeeded,"많은 자가 이 검을 휘두르기를 시도했지만, 성공한 자는 하나도 없었습니다",
,CURSED SHIV,CURSED SHIV,저주받은 단검,
,CURSED SHIV2,Unspeakably cursed,말로 다하지 못할 정도의 저주가 있습니다,
,CURSED WHETSTONE,CURSED WHETSTONE,저주받은 숫돌,
,DAGGER,DAGGER,단검,
,DAMAGED KNIFE,DAMAGED KNIFE,망가진 칼,
,DARK HEADBAND,DARK HEADBAND,어둠의 머리끈,
,DARK WHETSTONE,DARK WHETSTONE,어둠의 숫돌,
,DART,DART,다트,
,DEBUFF POTION,DEBUFF POTION,부정의 물약,
,DIAMOND,DIAMOND,다이아몬드,
,DISGUSTING FOOD,DISGUSTING FOOD,역겨운 음식,
,DODGE POTION,DODGE POTION,회피의 물약,
,DORU,DORU,도루,
,DORU2,Wait until the time is right,때를 노리세요,
,DOUBLE HALBERD,DOUBLE HALBERD,양날 미늘창,
,DOUBLE POISON POTION,DOUBLE POISON POTION,농축한 독 물약,
,DRAGONFLY,DRAGONFLY,잠자리,
,DUCT TAPE,DUCT TAPE,테이프,
,DUELING SWORD,DUELING SWORD,결투용 검,
,EARTHSTONE BLADE,EARTHSTONE BLADE,토지석 검,
,ELECTRIC ARROW,ELECTRIC ARROW,전기 화살,
,ELECTRIC STONE,ELECTRIC STONE,전기석,
,ELECTRIC WAND,ELECTRIC WAND,전기 지팡이,
,EMERALD,EMERALD,에메랄드,
,EMERALD BRACELET,EMERALD BRACELET,전기 팔찌,
,EMPTY CUP,EMPTY CUP,빈 잔,
,ETHEREAL STAFF,ETHEREAL STAFF,천상의 스태프,
,ETHEREAL WAND,Energy WAND,에너지 지팡이,
,ETHEREAL WAND2,A wand capable of summoning energy from beyond our realm,우리가 아는 세계 바깥으로부터 에너지를 소환할 수 있는 지팡이입니다,
,ETHEREAL WHETSTONE,ETHEREAL WHETSTONE,천상의 숫돌,
,EXPERT BOW,EXPERT BOW,상급자의 활,
,EXPLOSIVE ARROW,EXPLOSIVE ARROW,폭발성 화살,
,FEATHER CAP,FEATHER CAP,깃털 모자,
,FISH SWORD,FISH SWORD,생선 검,
,FISH SWORD2,"This thing does not smell good. Seriously, wow.",아주 고약한 냄새가 납니다. 진심으로요.,
,FISHING HOOK,FISHING HOOK,낚싯대,
,FISHING HOOK2,Fishing while you work!,일하는 동안 낚시를 하세요!,
,FLOWER,FLOWER,꽃,
,FROTHY DRINK,FROTHY DRINK,거품 일은 음료,
,GEMSTONE HEART,GEMSTONE HEART,보석 심장,
,GLITCHED POTION,GLITCHED POTION,버그 난 물약,
,GLOVE OF KNIVES,GLOVE OF KNIVES,칼장갑,
,GLOVE OF KNIVES2,Try it on for size,손에 맞는지 한번 껴보세요,
,GOLD CLEAVER,GOLD CLEAVER,황금 중식도,
,GOLDEN BOW,GOLDEN BOW,황금 활,
,GOLDEN BOW2,Due to their small sizes squirrels and mice often opt for archery rather than brute strength,다람쥐와 생쥐들은 작은 크기 때문에 자주 근력보다는 궁술에 의존하곤 합니다,
,GOLDEN SHIV,GOLDEN SHIV,황금 단도,
,GOLDEN SHIV2,We've been turning blood to gold for centuries!,몇 세기 동안 피를 금으로 바꿔왔지요!,
,GOLDEN WHETSTONE,GOLDEN WHETSTONE,황금 숫돌,
,GUARDIAN RING,GUARDIAN RING,수호의 반지,
,GUARDING BAND,GUARDING BAND,수호의 띠,
,GUPPY,GUPPY,구피,
,HATCHET,HATCHET,손도끼,
,HAWKEYE'S BOW,HAWKEYE'S BOW,호크아이의 활,
,HAWKEYE'S BOW2,One of the greatest archers in the ranks of the patrol was Hawkeye Mirabelle. She once shot down two hawks while hanging upside down from a tree,"순찰대 제일의 궁수 중에는 호크아이 미라벨이라는 자가 있었는데, 그는 나무에 거꾸로 매달린 채로 두 마리의 매를 쏜 적이 있다고 합니다",
,HEART RING,HEART RING,하트 반지,
,HEAVY BLADE,HEAVY BLADE,무거운 칼날,
,HERB,HERB,약초,
,HERCULE PAVISE,HERCULE PAVISE,헤라클레스 방패,
,HERCULE PAVISE2,The Buckler did it!,버클러가 해냈습니다!,
,HONEYSUCKLE,HONEYSUCKLE,인동,
,IRON HELMET,IRON HELMET,철 투구,
,JACK CLEAVER,JACK CLEAVER,잭 클리버,
,JADE AXE,JADE AXE,옥 도끼,
,JAGGED BLADE,JAGGED BLADE,이가 난 칼날,
,KEG,KEG,술통,
,KEY SWORD,KEY SWORD,열쇠 검,
,KEY SWORD2,Unlocks your potential as a warrior!,용사의 가능성을 해금하세요!,
,KING CLEAVER,KING CLEAVER,왕중식도,
,KNIGHT'S ARMOR,KNIGHT'S ARMOR,기사의 갑옷,
,KNIGHT'S SHIELD,KNIGHT'S SHIELD,기사의 방패,
,LARGE HEART RING,LARGE HEART RING,큰 하트 반지,
,LEATHER BOOTS,LEATHER BOOTS,가죽 부츠,
,LEATHER CAP,LEATHER CAP,가죽 모자,
,LEFT GAUNTLET,LEFT GAUNTLET,왼손 건틀릿,
,LEFT GLOVE,LEFT GLOVE,왼손 장갑,
,LETTER,LETTER,편지,
,LIGHTNING,LIGHTNING,번개,
,LI'L BUCKLER,LI'L BUCKLER,작은 버클러,
,LI'L BUCKLER2,A little shield with sass and pep!,명량한 작은 방패입니다!,
,LIQUID ARMOR,LIQUID ARMOR,흐르는 갑옷,
,LIQUID LUCK,LIQUID LUCK,행운의 물약,
,Cursed Potion,Cursed Potion,저주받은 물약,
,Unlucky Horseshoe,Unlucky Horseshoe,저주받은 말발굽,
,LIZARD KING SWORD,LIZARD KING SWORD,도마뱀 왕의 검,
,LONGBOW,LONGBOW,롱보우,
,LUCKY Shiv,LUCKY Shiv,행운의 단도,
,LUCKY DAGGER2,Lucky for you - not for them,저놈들 말고 내 운이 오릅니다,
,LUCKY RING,LUCKY RING,행운의 반지,
,MACE,MACE,전곤,
,MACHETE,MACHETE,마체테,
,MAGICAL HERB,MAGICAL HERB,마법 약초,
,MANASTONE BOW,MANASTONE BOW,마나스톤 활,
,MEAL,MEAL,식사,
,banquet,banquet ,banquet , WARNING: ENGLISH PLACEHOLDER #####################################################
,METALLIC WAND,METALLIC WAND,철제 지팡이,
,METALLIC WAND2,A static feeling runs through the pads of your paw,저리는 감각이 손끝을 타고 오릅니다,
,MIRROR SHIELD,MIRROR SHIELD,거울 방패,
,MOUSE BOW,MOUSE BOW,생쥐의 활,
,Mug of Grape Juice,Mug of Grape Juice,포도 주스가 든 잔,
,MY FIRST WAND,MY FIRST WAND,견습 지팡이,
,MY FIRST WAND2,Teaches kids the basics of magic!,아이들에게 마법의 기초를 가르칠 때 씁니다!,
,NECRONOMICON,NECRONOMICON,네크로노미콘,
,NECRONOMICON2,The book is bound in fur!,표지가 털로 돼있습니다!,
,NEEDLER,NEEDLER,니들러,
,NINJA COSTUME,NINJA COSTUME,닌자 의상,
,NUNCHUCKS,NUNCHUCKS,쌍절곤,
,NUNCHUCKS2,Make sure you have space to use them!,사용하기 전에 주변 칸을 확보하세요!,
,OLD LOG,OLD LOG,고목,
,ORKSORK AX,ORKSORK AX,오크소크 도끼,
,ORKSORK AX2,The axe of an elder-god,고대신의 도끼입니다,
,PACIFIST'S RING,PACIFIST'S RING,평화주의자의 반지,
,Cracked PACIFIST'S RING,Cracked PACIFIST'S RING,깨진 평화주의자의 반지,
,PALADIN'S SWORD,PALADIN'S SWORD,성기사의 검,
,PEARL,PEARL,진주,
,PERIDOT,PERIDOT,감람석,
,PHILOSOPHER'S STONE,PHILOSOPHER'S STONE,현자의 돌,
,PICK AXE,PICK AXE,곡괭이,
,PIGGYBANK,PIGGYBANK,돼지 저금통,
,PIGGYBANK2,Free money! And it smells like bacon!,"공짜 돈에, 베이컨 냄새도 납니다!",
,PLATE ARMOR,PLATE ARMOR,철판 갑옷,
,POISON ARROW,POISON ARROW,독 화살,
,POISON IVY,POISON IVY,덩굴 옻나무,
,POISON POTION,POISON POTION,독 물약,
,POISON WHETSTONE,POISON WHETSTONE,독 숫돌,
,Pot of Plenty,Pot of Plenty,풍부의 항아리,
,POTTED ALOE,POTTED ALOE,알로에,
,PRETTY ANKLET,PRETTY ANKLET,예쁜 발찌,
,QUEEN CLEAVER,QUEEN CLEAVER,여왕 중식도,
,RAPIER,RAPIER,레이피어,
,RAPIER2,Live life on the edge ,인생은 끝자락부터입니다,
,RARE HERB,RARE HERB,희귀한 약초,
,RED HOODIE,RED HOODIE,빨간 후드,
,RED HOODIE2,A leftover from before Orderia?  The spiders that spun this thread must have been strange indeed!,오데리아의 건국 전의 잔재일까요? 이 실을 짠 거미들은 정말 이상한 녀석들이었나 봅니다!,
,REGEN POTION,REGEN POTION,회복 물약,
,REGENERATIVE WHETSTONE,REGENERATIVE WHETSTONE,회복의 숫돌,
,RIGHT GAUNTLET,RIGHT GAUNTLET,오른손 건틀릿,
,RIGHT GLOVE,RIGHT GLOVE,오른손 장갑,
,RING OF DOOM,RING OF DOOM,파멸의 반지,
,RING OF RAGE,RING OF RAGE,분노의 반지,
,ROBOT TOY,ROBOT TOY,로봇 장난감,
,ROBOT TOY2,I think it's broken!,고장 난 거 같아요!,
,ROCKET,ROCKET,로켓,
,ROGUE'S MASK,ROGUE'S MASK,도적의 복면,
,ROOF,ROOF,지붕,
,ROSE OF THORNS,ROSE OF THORNS,가시 돋은 장미,
,Rose of Thorns e1,Adds an additional spike for each Rose in this row or column,이 열이나 행에 있는 가시 돋은 장미 하나마다 가시를 추가로 하나 더 얻습니다,
,ROSE OF THORNS2,"Every rose has its thorns, especially this one",모든 장미에는 가시가 있는 법. 얘는 특히 더 많습니다,
,ROUGH BUCKLER,ROUGH BUCKLER,거친 버클러,
,RUBY,RUBY,루비,
,SCIMITAR,SCIMITAR,언월도,
,SEASONING,SEASONING,조미료,
,SHIV,SHIV,단도,
,SHORT ARROW,SHORT ARROW,짧은 화살,
,SKULL WAND,SKULL WAND,해골 지팡이,
,SLATS SHIELD,SLATS SHIELD,석재 방패,
,SLIME SWORD,SLIME SWORD,슬라임 검,
,SMALL KEY,SMALL KEY,작은 열쇠,
,SMELT,SMELT,밑정어리,
,SOLDIER'S BUCKLER,SOLDIER'S BUCKLER,군인의 버클러,
,SPAGHETTI,SPAGHETTI,스파게티,
,SPAGHETTI2,"spaghetti, spaghetti, my backpack is ready","스파게티, 스파게티, 내 가방은 준비데치",
,SPEEDY LEAF,SPEEDY LEAF,신속의 나뭇잎,
,SPIKED HELMET,SPIKED HELMET,가시 돋은 투구,
,SPIKED SCALE,SPIKED SCALE,가시 돋은 비늘,
,SPIKY CLUB,SPIKY CLUB,가시 돋은 몽둥이,
,SPLINT,SPLINT,부목,
,STAR POTION,STAR POTION,별 물약,
,STEAK,STEAK,스테이크,
,STEAK2,This steak is so rich. You can only eat half at a time,너무 맛있어서 한 번에 반밖에 못 먹겠습니다,
,STEEL BOOTS,STEEL BOOTS,강철 부츠,
,TASTY FLY,TASTY FLY,맛있는 파리,
,TASTY FLY2,Rats don't eat flies,쥐는 파리를 먹지 않습니다,
,TEA,TEA,차,
,TEA2,Proper. Dignified. Perfectly balanced,제대로 된 근엄이 흘러내립니다,
,TEDDY BEAR SWORD,TEDDY BEAR SWORD,곰인형 검,
,TEDDY BEAR SWORD2,It's not a weapon. But there is a brick in the stuffing,무기는 아니지만 안에 벽돌이 들긴 했습니다,
,THREAD,THREAD,실타래,
,TILTED SWORD,TILTED SWORD,기울어진 검,
,TOKEN OF ENERGY,TOKEN OF ENERGY,에너지의 상징,
,TOOTH NECKLACE,TOOTH NECKLACE,이빨 목걸이,
,TOWER SHIELD,TOWER SHIELD,장방패,
,TUNIC,TUNIC,튜닉,
,VAMPIRE BLADE,VAMPIRE BLADE,뱀파이어의 칼날,
,VAMPIRIC AXE,VAMPIRIC AXE,흡혈의 도끼,
,VAMPIRIC CRYSTAL,VAMPIRIC CRYSTAL,흡혈의 수정,
,VOLATILE POTION,VOLATILE POTION,불안정한 물약,
,WARM DRINK,WARM DRINK,따듯한 음료,
,WARRIOR'S SPELLBOOK,WARRIOR'S SPELLBOOK,전사의 마도서,
,WARRIOR'S SPELLBOOK2,For the warrior on the go!,전사가 간편하게 쓸 수 있게!,
,WATER FLASK,WATER FLASK,물이 든 플라스크,
,WHEEL,WHEEL,바퀴,
,WHETSTONE,WHETSTONE,숫돌,
,Rough Whetstone,Rough Whetstone,거친 숫돌,
,WIZARD CAP,WIZARD CAP,마법사 모자,
,WIZARD STAFF,WIZARD STAFF,마법사의 지팡이,
,WIZARD'S ROBE,WIZARD'S ROBE,마법사의 로브,
,WOODEN SWORD,WOODEN SWORD,목검,
,Yellow Rose,Yellow Rose,노란 장미,
,Yellow Rose2,Symbolizes friendship. It's still thorny though.,"우정을 상징하지만, 가시는 여전합니다",
,Whittling Knife,Whittling Knife,날카로운 칼,
,Dreaming Sap,Dreaming Sap,꿈꾸는 수액,
,Flower Pot,Flower Pot,꽃병,
,Carving's Edge,Carving's Edge,인각의 경계,
,Pot Carving,Pot Carving,꽃병 인각,
,Cherry Bomb,Cherry Bomb,체리 폭탄,
,Energy Carving,Energy Carving,에너지 인각,
,Energy Point,Energy Point,에너지 포인트,
,Mana Sap,Mana Sap,마나 수액,
,Mossy Carving,Mossy Carving,이끼 낀 인각,
,Dreaming Buckler,Dreaming Buckler,꿈꾸는 버클러,
,Dreaming Buckler2,"""Far out!""","""멋져!""",
,Brothers Bow,Brother's Bow,형제의 활,
,Crown of Roots,Crown of Roots,뿌리 왕관,
,Hero Carving,Hero Carving,영웅 인각,
,Survival Guide,Survival Guide,야생에서 살아남기,
,Sharp Branch,Sharp Branch,날카로운 나뭇가지,
,Carved Blade,Carved Blade,깎아낸 칼날,
,Dreaming Sword,Dreaming Sword,꿈꾸는 검,
,Illusory Blade,Illusory Blade,현혹의 칼날,
,Illusory Duct Tape,Illusory Duct Tape,현혹의 테이프,
,Dreaming Ring,Dreaming Ring,꿈꾸는 반지,
,Overgrown Arrow,Overgrown Arrow,식물이 자라는 화살,
,Wooden Shiv,Wooden Shiv,나무 단도,
,Wooden Buckler,Wooden Buckler,나무 버클러,
,Belt of Dreams,Wand of Dreams,꿈의 허리끈,
,Fuel Pellet,Fuel Pellet,연료 알갱이,
,Tree Sword,Tree Sword,나무 검,
,Poison Carving,Poison Carving,독 인각,
,Energy Fish,Energy Fish,에너지 물고기,
,Flowering Cleaver,Flowering Cleaver,꽃피는 중식도,
,Frog Magician Boots,Frog Magician Boots,개구리 마법사의 부츠,
